Industry,State,Year,Measure
Miscellaneous Nonresidential Buildings,Arkansas,2018,50607
Miscellaneous Nonresidential Buildings,Arkansas,2017,50657
Miscellaneous Nonresidential Buildings,Arkansas,2016,14619
Miscellaneous Nonresidential Buildings,Arkansas,2015,22442
Miscellaneous Nonresidential Buildings,California,2024,1111410
Miscellaneous Nonresidential Buildings,California,2023,1791317
Miscellaneous Nonresidential Buildings,California,2022,846530
Miscellaneous Nonresidential Buildings,California,2021,3536815
Miscellaneous Nonresidential Buildings,California,2020,1180845
Miscellaneous Nonresidential Buildings,California,2019,1627961
Miscellaneous Nonresidential Buildings,California,2018,1027815
Miscellaneous Nonresidential Buildings,California,2017,4666248
Miscellaneous Nonresidential Buildings,California,2016,1074898
Miscellaneous Nonresidential Buildings,California,2015,1016213
Miscellaneous Nonresidential Buildings,Colorado,2024,23856
Miscellaneous Nonresidential Buildings,Colorado,2023,317688
Miscellaneous Nonresidential Buildings,Colorado,2022,70337
Miscellaneous Nonresidential Buildings,Colorado,2021,136608
Miscellaneous Nonresidential Buildings,Colorado,2020,251285
Miscellaneous Nonresidential Buildings,Colorado,2019,308026
Miscellaneous Nonresidential Buildings,Colorado,2018,2140470
Miscellaneous Nonresidential Buildings,Colorado,2017,141534
Miscellaneous Nonresidential Buildings,Colorado,2016,81823
Miscellaneous Nonresidential Buildings,Colorado,2015,184268
Miscellaneous Nonresidential Buildings,Connecticut,2024,120
Miscellaneous Nonresidential Buildings,Connecticut,2023,104167
Miscellaneous Nonresidential Buildings,Connecticut,2022,74131
Miscellaneous Nonresidential Buildings,Connecticut,2021,45708
Miscellaneous Nonresidential Buildings,Connecticut,2020,21839
Miscellaneous Nonresidential Buildings,Connecticut,2019,20034
Miscellaneous Nonresidential Buildings,Connecticut,2018,33583
Miscellaneous Nonresidential Buildings,Connecticut,2017,52229
Miscellaneous Nonresidential Buildings,Connecticut,2016,41368
Miscellaneous Nonresidential Buildings,Connecticut,2015,85312
Miscellaneous Nonresidential Buildings,Delaware,2024,3031
Miscellaneous Nonresidential Buildings,Delaware,2023,7201
Miscellaneous Nonresidential Buildings,Delaware,2022,15618
Miscellaneous Nonresidential Buildings,Delaware,2021,10252
Miscellaneous Nonresidential Buildings,Delaware,2020,66687
Miscellaneous Nonresidential Buildings,Delaware,2019,7367
Miscellaneous Nonresidential Buildings,Delaware,2018,9412
Miscellaneous Nonresidential Buildings,Delaware,2017,22085
Miscellaneous Nonresidential Buildings,Delaware,2016,250
Miscellaneous Nonresidential Buildings,Delaware,2015,7000
Miscellaneous Nonresidential Buildings,District of Columbia,2023,474355
Miscellaneous Nonresidential Buildings,District of Columbia,2022,84421
Miscellaneous Nonresidential Buildings,District of Columbia,2021,59123
Miscellaneous Nonresidential Buildings,District of Columbia,2020,1215
Miscellaneous Nonresidential Buildings,District of Columbia,2019,34880
Miscellaneous Nonresidential Buildings,District of Columbia,2018,24330
Miscellaneous Nonresidential Buildings,District of Columbia,2017,35664
Miscellaneous Nonresidential Buildings,District of Columbia,2016,14104
Miscellaneous Nonresidential Buildings,District of Columbia,2015,70216
Miscellaneous Nonresidential Buildings,Florida,2024,107721
Miscellaneous Nonresidential Buildings,Florida,2023,1793627
Miscellaneous Nonresidential Buildings,Florida,2022,1190336
Miscellaneous Nonresidential Buildings,Florida,2021,1765160
Miscellaneous Nonresidential Buildings,Florida,2020,609363
Miscellaneous Nonresidential Buildings,Florida,2019,413133
Miscellaneous Nonresidential Buildings,Florida,2018,570835
Miscellaneous Nonresidential Buildings,Florida,2017,1796085
Miscellaneous Nonresidential Buildings,Florida,2016,982020
Miscellaneous Nonresidential Buildings,Florida,2015,839593
Miscellaneous Nonresidential Buildings,Georgia,2024,73076
Miscellaneous Nonresidential Buildings,Georgia,2023,1936069
Miscellaneous Nonresidential Buildings,Georgia,2022,497529
Miscellaneous Nonresidential Buildings,Georgia,2021,144788
Miscellaneous Nonresidential Buildings,Georgia,2020,90815
Miscellaneous Nonresidential Buildings,Georgia,2019,93935
Miscellaneous Nonresidential Buildings,Georgia,2018,303658
Miscellaneous Nonresidential Buildings,Georgia,2017,347644
Miscellaneous Nonresidential Buildings,Georgia,2016,482013
Miscellaneous Nonresidential Buildings,Georgia,2015,125060
Miscellaneous Nonresidential Buildings,Hawaii,2024,46339
Miscellaneous Nonresidential Buildings,Hawaii,2023,17734
Miscellaneous Nonresidential Buildings,Hawaii,2022,70543
Miscellaneous Nonresidential Buildings,Hawaii,2021,133373
Miscellaneous Nonresidential Buildings,Hawaii,2020,261716
Miscellaneous Nonresidential Buildings,Hawaii,2019,234610
Miscellaneous Nonresidential Buildings,Hawaii,2018,303259
Miscellaneous Nonresidential Buildings,Hawaii,2017,172322
Miscellaneous Nonresidential Buildings,Hawaii,2016,361268
Miscellaneous Nonresidential Buildings,Hawaii,2015,45938
Miscellaneous Nonresidential Buildings,Idaho,2024,6946
Miscellaneous Nonresidential Buildings,Idaho,2023,34493
Miscellaneous Nonresidential Buildings,Idaho,2022,13003
Miscellaneous Nonresidential Buildings,Idaho,2021,14012
Miscellaneous Nonresidential Buildings,Idaho,2020,32783
Miscellaneous Nonresidential Buildings,Idaho,2019,24239
Miscellaneous Nonresidential Buildings,Idaho,2018,37184
Miscellaneous Nonresidential Buildings,Idaho,2017,29851
Miscellaneous Nonresidential Buildings,Idaho,2016,6631
Miscellaneous Nonresidential Buildings,Idaho,2015,28744
Miscellaneous Nonresidential Buildings,Illinois,2024,72341
Miscellaneous Nonresidential Buildings,Illinois,2023,403933
Miscellaneous Nonresidential Buildings,Illinois,2022,278910
Miscellaneous Nonresidential Buildings,Illinois,2021,283383
Miscellaneous Nonresidential Buildings,Illinois,2020,153208
Miscellaneous Nonresidential Buildings,Illinois,2019,1379002
Miscellaneous Nonresidential Buildings,Illinois,2018,275003
Miscellaneous Nonresidential Buildings,Illinois,2017,280705
Miscellaneous Nonresidential Buildings,Illinois,2016,205045
Miscellaneous Nonresidential Buildings,Illinois,2015,333256
Miscellaneous Nonresidential Buildings,Indiana,2024,10597
Miscellaneous Nonresidential Buildings,Indiana,2023,188516
Miscellaneous Nonresidential Buildings,Indiana,2022,254973
Miscellaneous Nonresidential Buildings,Indiana,2021,129183
Miscellaneous Nonresidential Buildings,Indiana,2020,232774
Miscellaneous Nonresidential Buildings,Indiana,2019,87159
Miscellaneous Nonresidential Buildings,Indiana,2018,83442
Miscellaneous Nonresidential Buildings,Indiana,2017,42118
Miscellaneous Nonresidential Buildings,Indiana,2016,46750
Miscellaneous Nonresidential Buildings,Indiana,2015,49133
Miscellaneous Nonresidential Buildings,Iowa,2024,13296
Miscellaneous Nonresidential Buildings,Iowa,2023,135041
Miscellaneous Nonresidential Buildings,Iowa,2022,96876
Miscellaneous Nonresidential Buildings,Iowa,2021,68022
Miscellaneous Nonresidential Buildings,Iowa,2020,99662
Miscellaneous Nonresidential Buildings,Iowa,2019,72011
Miscellaneous Nonresidential Buildings,Iowa,2018,105596
Miscellaneous Nonresidential Buildings,Iowa,2017,112768
Miscellaneous Nonresidential Buildings,Iowa,2016,44268
Miscellaneous Nonresidential Buildings,Iowa,2015,56521
Miscellaneous Nonresidential Buildings,Kansas,2024,12860
Miscellaneous Nonresidential Buildings,Kansas,2023,200274
Miscellaneous Nonresidential Buildings,Kansas,2022,22119
Miscellaneous Nonresidential Buildings,Kansas,2021,24573
Miscellaneous Nonresidential Buildings,Kansas,2020,48853
Miscellaneous Nonresidential Buildings,Kansas,2019,63505
Miscellaneous Nonresidential Buildings,Kansas,2018,36624
Miscellaneous Nonresidential Buildings,Kansas,2017,66661
Miscellaneous Nonresidential Buildings,Kansas,2016,30120
Miscellaneous Nonresidential Buildings,Kansas,2015,45680
Miscellaneous Nonresidential Buildings,Kentucky,2024,16407
Miscellaneous Nonresidential Buildings,Kentucky,2023,52957
Miscellaneous Nonresidential Buildings,Kentucky,2022,196130
Miscellaneous Nonresidential Buildings,Kentucky,2021,304155
Miscellaneous Nonresidential Buildings,Kentucky,2020,131553
Miscellaneous Nonresidential Buildings,Kentucky,2019,123273
Miscellaneous Nonresidential Buildings,Kentucky,2018,52188
Miscellaneous Nonresidential Buildings,Kentucky,2017,31013
Miscellaneous Nonresidential Buildings,Kentucky,2016,99002
Miscellaneous Nonresidential Buildings,Kentucky,2015,36190
Miscellaneous Nonresidential Buildings,Louisiana,2024,16607
Miscellaneous Nonresidential Buildings,Louisiana,2023,45812
Miscellaneous Nonresidential Buildings,Louisiana,2022,96994
Miscellaneous Nonresidential Buildings,Louisiana,2021,84706
Miscellaneous Nonresidential Buildings,Louisiana,2020,97452
Miscellaneous Nonresidential Buildings,Louisiana,2019,138484
Miscellaneous Nonresidential Buildings,Louisiana,2018,40495
Miscellaneous Nonresidential Buildings,Louisiana,2017,44158
Miscellaneous Nonresidential Buildings,Louisiana,2016,572522
Miscellaneous Nonresidential Buildings,Louisiana,2015,116051
Miscellaneous Nonresidential Buildings,Maine,2024,288
Miscellaneous Nonresidential Buildings,Maine,2023,33612
Miscellaneous Nonresidential Buildings,Maine,2022,45634
Miscellaneous Nonresidential Buildings,Maine,2021,28683
Miscellaneous Nonresidential Buildings,Maine,2020,30086
Miscellaneous Nonresidential Buildings,Maine,2019,12773
Miscellaneous Nonresidential Buildings,Maine,2018,21532
Miscellaneous Nonresidential Buildings,Maine,2017,9122
Miscellaneous Nonresidential Buildings,Maine,2016,22313
Miscellaneous Nonresidential Buildings,Maine,2015,30628
Miscellaneous Nonresidential Buildings,Maryland,2024,63427
Miscellaneous Nonresidential Buildings,Maryland,2023,117624
Miscellaneous Nonresidential Buildings,Maryland,2022,567159
Miscellaneous Nonresidential Buildings,Maryland,2021,155426
Miscellaneous Nonresidential Buildings,Maryland,2020,110595
Miscellaneous Nonresidential Buildings,Maryland,2019,405352
Miscellaneous Nonresidential Buildings,Maryland,2018,139872
Miscellaneous Nonresidential Buildings,Maryland,2017,96247
Miscellaneous Nonresidential Buildings,Maryland,2016,184894
Miscellaneous Nonresidential Buildings,Maryland,2015,89505
Miscellaneous Nonresidential Buildings,Massachusetts,2024,68517
Miscellaneous Nonresidential Buildings,Massachusetts,2023,472144
Miscellaneous Nonresidential Buildings,Massachusetts,2022,284389
Miscellaneous Nonresidential Buildings,Massachusetts,2021,283432
Miscellaneous Nonresidential Buildings,Massachusetts,2020,303203
Miscellaneous Nonresidential Buildings,Massachusetts,2019,624290
Miscellaneous Nonresidential Buildings,Massachusetts,2018,265165
Miscellaneous Nonresidential Buildings,Massachusetts,2017,437986
Miscellaneous Nonresidential Buildings,Massachusetts,2016,117500
Miscellaneous Nonresidential Buildings,Massachusetts,2015,146260
Miscellaneous Nonresidential Buildings,Michigan,2024,20692
Miscellaneous Nonresidential Buildings,Michigan,2023,225644
Miscellaneous Nonresidential Buildings,Michigan,2022,179038
Miscellaneous Nonresidential Buildings,Michigan,2021,107022
Miscellaneous Nonresidential Buildings,Michigan,2020,161708
Miscellaneous Nonresidential Buildings,Michigan,2019,70562
Miscellaneous Nonresidential Buildings,Michigan,2018,117528
Miscellaneous Nonresidential Buildings,Michigan,2017,31339
Miscellaneous Nonresidential Buildings,Michigan,2016,89358
Miscellaneous Nonresidential Buildings,Michigan,2015,80155
Miscellaneous Nonresidential Buildings,Minnesota,2024,48894
Miscellaneous Nonresidential Buildings,Minnesota,2023,238553
Miscellaneous Nonresidential Buildings,Minnesota,2022,248218
Miscellaneous Nonresidential Buildings,Minnesota,2021,203776
Miscellaneous Nonresidential Buildings,Minnesota,2020,338991
Miscellaneous Nonresidential Buildings,Minnesota,2019,229365
Miscellaneous Nonresidential Buildings,Minnesota,2018,268178
Miscellaneous Nonresidential Buildings,Minnesota,2017,136697
Miscellaneous Nonresidential Buildings,Minnesota,2016,208040
Miscellaneous Nonresidential Buildings,Minnesota,2015,256861
Miscellaneous Nonresidential Buildings,Mississippi,2024,3041
Miscellaneous Nonresidential Buildings,Mississippi,2023,40682
Miscellaneous Nonresidential Buildings,Mississippi,2022,38043
Miscellaneous Nonresidential Buildings,Mississippi,2021,10852
Miscellaneous Nonresidential Buildings,Mississippi,2020,16496
Miscellaneous Nonresidential Buildings,Mississippi,2019,21929
Miscellaneous Nonresidential Buildings,Mississippi,2018,75180
Miscellaneous Nonresidential Buildings,Mississippi,2017,78178
Miscellaneous Nonresidential Buildings,Mississippi,2016,13665
Miscellaneous Nonresidential Buildings,Mississippi,2015,10541
Miscellaneous Nonresidential Buildings,Missouri,2024,15618
Miscellaneous Nonresidential Buildings,Missouri,2023,124098
Miscellaneous Nonresidential Buildings,Missouri,2022,85949
Miscellaneous Nonresidential Buildings,Missouri,2021,156960
Miscellaneous Nonresidential Buildings,Missouri,2020,63236
Miscellaneous Nonresidential Buildings,Missouri,2019,1096349
Miscellaneous Nonresidential Buildings,Missouri,2018,88186
Miscellaneous Nonresidential Buildings,Missouri,2017,85741
Miscellaneous Nonresidential Buildings,Missouri,2016,48071
Miscellaneous Nonresidential Buildings,Missouri,2015,115830
Miscellaneous Nonresidential Buildings,Montana,2024,5984
Miscellaneous Nonresidential Buildings,Montana,2023,33443
Miscellaneous Nonresidential Buildings,Montana,2022,29142
Miscellaneous Nonresidential Buildings,Montana,2021,193140
Miscellaneous Nonresidential Buildings,Montana,2020,27811
Miscellaneous Nonresidential Buildings,Montana,2019,74656
Miscellaneous Nonresidential Buildings,Montana,2018,17986
Miscellaneous Nonresidential Buildings,Montana,2017,48920
Miscellaneous Nonresidential Buildings,Montana,2016,13410
Miscellaneous Nonresidential Buildings,Montana,2015,7291
Miscellaneous Nonresidential Buildings,Nebraska,2024,664062
Miscellaneous Nonresidential Buildings,Nebraska,2023,35247
Miscellaneous Nonresidential Buildings,Nebraska,2022,30687
Miscellaneous Nonresidential Buildings,Nebraska,2021,83752
Miscellaneous Nonresidential Buildings,Nebraska,2020,36454
Miscellaneous Nonresidential Buildings,Nebraska,2019,40292
Miscellaneous Nonresidential Buildings,Nebraska,2018,36217
Miscellaneous Nonresidential Buildings,Nebraska,2017,120038
Miscellaneous Nonresidential Buildings,Nebraska,2016,83941
Miscellaneous Nonresidential Buildings,Nebraska,2015,47061
Miscellaneous Nonresidential Buildings,Nevada,2024,3856
Miscellaneous Nonresidential Buildings,Nevada,2023,185935
Miscellaneous Nonresidential Buildings,Nevada,2022,37114
Miscellaneous Nonresidential Buildings,Nevada,2021,18613
Miscellaneous Nonresidential Buildings,Nevada,2020,33128
Miscellaneous Nonresidential Buildings,Nevada,2019,70777
Miscellaneous Nonresidential Buildings,Nevada,2018,41737
Miscellaneous Nonresidential Buildings,Nevada,2017,82531
Miscellaneous Nonresidential Buildings,Nevada,2016,171350
